level,partition,model,word,mean_abs_shap,count,category,proportion,n_selected_words
feature,bd_only,biasdetector,clinton,0.159603,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,frontrunner,0.084759,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,legislation,0.104205,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,despite,0.223007,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,conversations,0.123297,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,dour,0.134375,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,assessment,0.1899,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,declined,0.067738,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,scrum,0.113773,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,unflattering,0.251832,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,ignored,0.357772,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,well,0.072651,3,Emotional/Evaluative,,
feature,bd_only,biasdetector,know,0.101375,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,"warner,’’",0.179467,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,wrench,0.140554,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,in’’,0.083481,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,congressspokes,0.120498,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,clearly,0.173228,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,members,0.098761,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,amounted,0.072183,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,warning,0.10548,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,month,0.07244,1,Function/Temporal Words,,
feature,bd_only,biasdetector,county,0.091599,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,afford,0.067969,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,politically,0.216057,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,correct,0.199178,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,anymore.””,0.299108,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,freely,0.214494,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,2018,0.08302,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,anoint,0.083856,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,retired,0.074112,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,lt,0.075896,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,gen,0.106693,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,patriot.””,0.090477,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,wednesday,0.155081,2,Function/Temporal Words,,
feature,bd_only,biasdetector,asked,0.090751,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,digs,0.161098,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,these,0.13358,1,Function/Temporal Words,,
feature,bd_only,biasdetector,attack,0.069038,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,tensions,0.12286,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,combustible,0.206947,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,nevertheless,0.080824,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,rise,0.147081,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,hasnt,0.092139,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,shy,0.12052,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,presidency,0.112546,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,angry,0.528035,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,responses,0.106798,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,fuming,0.423673,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,schiff,0.0662,3,Emotional/Evaluative,,
feature,bd_only,biasdetector,remarks,0.085171,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,latest,0.26474,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,tirade,0.175206,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,filibuster,0.076895,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,threat,0.112135,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,realistic,0.185663,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,remaining,0.063091,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,stated,0.142889,1,Framing/Reporting Verbs,,
feature,bd_only,biasdetector,include,0.127171,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,view,0.0728,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,ineffective,0.128846,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,just’’,0.136885,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,lets,0.094336,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,agencies’’,0.089806,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,thats,0.085442,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,subject.””,0.252544,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,resolution,0.139208,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,precluded,0.072039,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,militants,0.06819,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,facing,0.069574,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,hail,0.098211,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,funded,0.075943,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,cancel,0.082668,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,indictments,0.100504,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,grabbing,0.102069,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,thinks,0.23336,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,whoever,0.103597,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,criticized,0.079513,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,insensitivity,0.387526,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,flown,0.136599,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,you,0.077934,2,Emotional/Evaluative,,
feature,bd_only,biasdetector,say’’,0.09718,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,just,0.089727,3,Emotional/Evaluative,,
feature,bd_only,biasdetector,confronted,0.168857,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,themed,0.187249,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,morning,0.081332,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,obvious,0.248639,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,hard,0.096829,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,campaigns,0.116077,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,concerns,0.300416,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,harm,0.115486,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,tweaked,0.109576,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,creating,0.082282,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,job,0.106668,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,inviting,0.129681,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,garden,0.089075,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,magical““,0.165206,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,truth.””,0.116027,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,humanizing,0.237503,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,car,0.066259,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,uncaring,0.06156,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,represented,0.10815,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,angst,0.211736,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,blogger,0.104003,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,andrew,0.062966,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,sullivan,0.207343,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,supporter,0.102304,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,forecasts,0.113273,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,fails,0.252772,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,unnoticed,0.100747,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,office,0.144985,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,reportedly,0.078383,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,drew,0.079077,1,Emotional/Evaluative,,
feature,bd_only,biasdetector,response,0.112489,1,Emotional/Evaluative,,
summary,bd_only,biasdetector,,,305,Emotional/Evaluative,0.9443,323
summary,bd_only,biasdetector,,,0,Explicit Bias Terms,0.0,323
summary,bd_only,biasdetector,,,6,Framing/Reporting Verbs,0.0186,323
summary,bd_only,biasdetector,,,12,Function/Temporal Words,0.0372,323
feature,dr_only,daroberta,texts,0.078854,1,Emotional/Evaluative,,
feature,dr_only,daroberta,mr.’’,0.115789,2,Emotional/Evaluative,,
feature,dr_only,daroberta,lied,0.073063,4,Emotional/Evaluative,,
feature,dr_only,daroberta,trump,0.076472,18,Emotional/Evaluative,,
feature,dr_only,daroberta,said,0.069554,18,Framing/Reporting Verbs,,
feature,dr_only,daroberta,claiming,0.155825,4,Framing/Reporting Verbs,,
feature,dr_only,daroberta,nothing,0.131786,4,Emotional/Evaluative,,
feature,dr_only,daroberta,mattis,0.064348,2,Emotional/Evaluative,,
feature,dr_only,daroberta,trumps,0.147183,3,Emotional/Evaluative,,
feature,dr_only,daroberta,torture,0.077515,1,Emotional/Evaluative,,
feature,dr_only,daroberta,terrorist,0.357115,1,Emotional/Evaluative,,
feature,dr_only,daroberta,suspects,0.127027,1,Emotional/Evaluative,,
feature,dr_only,daroberta,despicable,0.189472,1,Emotional/Evaluative,,
feature,dr_only,daroberta,infowars,0.389964,1,Emotional/Evaluative,,
feature,dr_only,daroberta,severely,0.098831,1,Emotional/Evaluative,,
feature,dr_only,daroberta,spotify,0.061997,1,Emotional/Evaluative,,
feature,dr_only,daroberta,gingrich?““,0.252729,1,Emotional/Evaluative,,
feature,dr_only,daroberta,newt.’’,0.063659,1,Emotional/Evaluative,,
feature,dr_only,daroberta,guy.””,0.094909,1,Emotional/Evaluative,,
feature,dr_only,daroberta,those,0.19879,2,Function/Temporal Words,,
feature,dr_only,daroberta,lies,0.340046,1,Emotional/Evaluative,,
feature,dr_only,daroberta,bad,0.218918,2,Emotional/Evaluative,,
feature,dr_only,daroberta,guy,0.304043,1,Emotional/Evaluative,,
feature,dr_only,daroberta,hello,0.110682,1,Emotional/Evaluative,,
feature,dr_only,daroberta,republican,0.113689,3,Emotional/Evaluative,,
feature,dr_only,daroberta,party,0.075008,4,Emotional/Evaluative,,
feature,dr_only,daroberta,problem,0.17591,3,Emotional/Evaluative,,
feature,dr_only,daroberta,problem!””,0.340549,1,Emotional/Evaluative,,
feature,dr_only,daroberta,declared,0.084793,2,Emotional/Evaluative,,
feature,dr_only,daroberta,the***,0.107036,1,Emotional/Evaluative,,
feature,dr_only,daroberta,motherfer.’’””,0.185683,1,Emotional/Evaluative,,
feature,dr_only,daroberta,““now,0.17803,1,Emotional/Evaluative,,
feature,dr_only,daroberta,partially,0.108189,1,Emotional/Evaluative,,
feature,dr_only,daroberta,defensible,0.196449,1,Emotional/Evaluative,,
feature,dr_only,daroberta,says:‘‘,0.075607,1,Emotional/Evaluative,,
feature,dr_only,daroberta,bullies’’,0.326378,1,Emotional/Evaluative,,
feature,dr_only,daroberta,immigration,0.153494,2,Emotional/Evaluative,,
feature,dr_only,daroberta,activists,0.217472,1,Emotional/Evaluative,,
feature,dr_only,daroberta,targeted,0.218544,1,Emotional/Evaluative,,
feature,dr_only,daroberta,mccarthy,0.076083,2,Emotional/Evaluative,,
feature,dr_only,daroberta,specifically,0.12988,1,Emotional/Evaluative,,
feature,dr_only,daroberta,big,0.143884,2,Emotional/Evaluative,,
feature,dr_only,daroberta,government,0.161507,2,Emotional/Evaluative,,
feature,dr_only,daroberta,post,0.071961,2,Emotional/Evaluative,,
feature,dr_only,daroberta,video,0.102385,1,Emotional/Evaluative,,
feature,dr_only,daroberta,criticism,0.066876,1,Emotional/Evaluative,,
feature,dr_only,daroberta,libya,0.111626,1,Emotional/Evaluative,,
feature,dr_only,daroberta,terror,0.17885,2,Emotional/Evaluative,,
feature,dr_only,daroberta,attack,0.066811,1,Emotional/Evaluative,,
feature,dr_only,daroberta,response,0.061658,1,Emotional/Evaluative,,
feature,dr_only,daroberta,actually,0.077477,1,Emotional/Evaluative,,
feature,dr_only,daroberta,believe,0.176623,1,Emotional/Evaluative,,
feature,dr_only,daroberta,enemy,0.340165,1,Emotional/Evaluative,,
feature,dr_only,daroberta,now,0.066051,5,Function/Temporal Words,,
feature,dr_only,daroberta,majority,0.098746,1,Emotional/Evaluative,,
feature,dr_only,daroberta,““without,0.094892,1,Emotional/Evaluative,,
feature,dr_only,daroberta,massacre,0.10642,3,Emotional/Evaluative,,
feature,dr_only,daroberta,radical,0.283583,2,Emotional/Evaluative,,
feature,dr_only,daroberta,environmentalist,0.230375,1,Emotional/Evaluative,,
feature,dr_only,daroberta,cordiality,0.118849,1,Emotional/Evaluative,,
feature,dr_only,daroberta,dissipated,0.086608,1,Emotional/Evaluative,,
feature,dr_only,daroberta,wasnt,0.097147,1,Emotional/Evaluative,,
feature,dr_only,daroberta,intern,0.116465,1,Emotional/Evaluative,,
feature,dr_only,daroberta,hidden,0.063435,1,Emotional/Evaluative,,
feature,dr_only,daroberta,talked,0.082344,1,Emotional/Evaluative,,
feature,dr_only,daroberta,disparagingly,0.173097,1,Emotional/Evaluative,,
feature,dr_only,daroberta,bashed,0.249406,1,Emotional/Evaluative,,
feature,dr_only,daroberta,his’’,0.069751,1,Emotional/Evaluative,,
feature,dr_only,daroberta,darkness,0.074263,1,Emotional/Evaluative,,
feature,dr_only,daroberta,trying,0.066637,1,Emotional/Evaluative,,
feature,dr_only,daroberta,blame,0.167819,1,Emotional/Evaluative,,
feature,dr_only,daroberta,the/,0.065532,1,Emotional/Evaluative,,
feature,dr_only,daroberta,added,0.092841,2,Emotional/Evaluative,,
feature,dr_only,daroberta,adversaries,0.08482,2,Emotional/Evaluative,,
feature,dr_only,daroberta,jihadists,0.095713,1,Emotional/Evaluative,,
feature,dr_only,daroberta,plot,0.081051,1,Emotional/Evaluative,,
feature,dr_only,daroberta,kill,0.061994,2,Emotional/Evaluative,,
feature,dr_only,daroberta,americans,0.091434,2,Emotional/Evaluative,,
feature,dr_only,daroberta,too,0.067534,2,Emotional/Evaluative,,
feature,dr_only,daroberta,declined,0.121178,1,Emotional/Evaluative,,
feature,dr_only,daroberta,sensing,0.099155,1,Emotional/Evaluative,,
feature,dr_only,daroberta,inevitability,0.452709,1,Emotional/Evaluative,,
feature,dr_only,daroberta,most,0.064325,1,Function/Temporal Words,,
feature,dr_only,daroberta,fox,0.28803,3,Emotional/Evaluative,,
feature,dr_only,daroberta,news,0.160243,3,Emotional/Evaluative,,
feature,dr_only,daroberta,today,0.146911,1,Function/Temporal Words,,
feature,dr_only,daroberta,free,0.126411,1,Emotional/Evaluative,,
feature,dr_only,daroberta,glitzy,0.511827,1,Emotional/Evaluative,,
feature,dr_only,daroberta,vomiting,0.067929,1,Emotional/Evaluative,,
feature,dr_only,daroberta,hours,0.06507,2,Function/Temporal Words,,
feature,dr_only,daroberta,claim,0.280475,1,Framing/Reporting Verbs,,
feature,dr_only,daroberta,lying,0.146619,2,Emotional/Evaluative,,
feature,dr_only,daroberta,thursday,0.06166,2,Function/Temporal Words,,
feature,dr_only,daroberta,mcconnell,0.132457,1,Emotional/Evaluative,,
feature,dr_only,daroberta,accused,0.10643,1,Emotional/Evaluative,,
feature,dr_only,daroberta,obstruction,0.078182,3,Emotional/Evaluative,,
feature,dr_only,daroberta,hate,0.366599,1,Emotional/Evaluative,,
feature,dr_only,daroberta,while,0.13088,1,Function/Temporal Words,,
feature,dr_only,daroberta,liberties,0.108963,1,Emotional/Evaluative,,
feature,dr_only,daroberta,cried,0.082619,1,Emotional/Evaluative,,
feature,dr_only,daroberta,foul,0.170816,1,Emotional/Evaluative,,
feature,dr_only,daroberta,another,0.17585,1,Function/Temporal Words,,
feature,dr_only,daroberta,brutal,0.287515,1,Emotional/Evaluative,,
feature,dr_only,daroberta,reminder,0.070226,1,Emotional/Evaluative,,
feature,dr_only,daroberta,how,0.072874,2,Emotional/Evaluative,,
feature,dr_only,daroberta,““i’’m,0.075518,1,Emotional/Evaluative,,
feature,dr_only,daroberta,getting,0.123944,1,Emotional/Evaluative,,
feature,dr_only,daroberta,whipsawed,0.309412,1,Emotional/Evaluative,,
feature,dr_only,daroberta,bantered,0.274248,1,Emotional/Evaluative,,
feature,dr_only,daroberta,also,0.126371,2,Emotional/Evaluative,,
feature,dr_only,daroberta,praised,0.142472,1,Emotional/Evaluative,,
feature,dr_only,daroberta,isiscoalition,0.068832,1,Emotional/Evaluative,,
feature,dr_only,daroberta,abandoned,0.15099,1,Emotional/Evaluative,,
feature,dr_only,daroberta,““wiki,0.071104,1,Emotional/Evaluative,,
feature,dr_only,daroberta,leaks,0.089846,1,Emotional/Evaluative,,
feature,dr_only,daroberta,loves,0.101864,1,Emotional/Evaluative,,
feature,dr_only,daroberta,ignores,0.125856,1,Emotional/Evaluative,,
feature,dr_only,daroberta,turn,0.090733,1,Emotional/Evaluative,,
feature,dr_only,daroberta,affirmed,0.256321,1,Emotional/Evaluative,,
feature,dr_only,daroberta,claims,0.182779,3,Framing/Reporting Verbs,,
feature,dr_only,daroberta,contain,0.10491,1,Emotional/Evaluative,,
feature,dr_only,daroberta,jihadism,0.271648,2,Emotional/Evaluative,,
feature,dr_only,daroberta,conquer,0.103394,2,Emotional/Evaluative,,
feature,dr_only,daroberta,it.””,0.122922,1,Emotional/Evaluative,,
feature,dr_only,daroberta,republicans,0.062985,3,Emotional/Evaluative,,
feature,dr_only,daroberta,challenge,0.125393,1,Emotional/Evaluative,,
feature,dr_only,daroberta,cable,0.096035,1,Emotional/Evaluative,,
feature,dr_only,daroberta,““the,0.123976,2,Emotional/Evaluative,,
feature,dr_only,daroberta,alleged““,0.167508,1,Emotional/Evaluative,,
feature,dr_only,daroberta,as““,0.108074,1,Emotional/Evaluative,,
feature,dr_only,daroberta,discriminatory,0.066959,1,Explicit Bias Terms,,
feature,dr_only,daroberta,infused,0.091884,1,Emotional/Evaluative,,
feature,dr_only,daroberta,politics,0.180246,2,Emotional/Evaluative,,
feature,dr_only,daroberta,guys,0.074901,1,Emotional/Evaluative,,
feature,dr_only,daroberta,tweeted,0.07779,1,Emotional/Evaluative,,
feature,dr_only,daroberta,saturday:““,0.160905,1,Emotional/Evaluative,,
feature,dr_only,daroberta,32,0.095174,1,Emotional/Evaluative,,
feature,dr_only,daroberta,districts,0.064756,2,Emotional/Evaluative,,
feature,dr_only,daroberta,these,0.084546,3,Function/Temporal Words,,
feature,dr_only,daroberta,orphan,0.152324,1,Emotional/Evaluative,,
feature,dr_only,daroberta,horror,0.138754,1,Emotional/Evaluative,,
feature,dr_only,daroberta,newsweek,0.161267,1,Emotional/Evaluative,,
feature,dr_only,daroberta,extreme,0.105317,1,Emotional/Evaluative,,
feature,dr_only,daroberta,eyed,0.140697,1,Emotional/Evaluative,,
feature,dr_only,daroberta,appeared,0.095789,2,Emotional/Evaluative,,
feature,dr_only,daroberta,scarred,0.144172,1,Emotional/Evaluative,,
feature,dr_only,daroberta,divisive,0.244846,1,Emotional/Evaluative,,
feature,dr_only,daroberta,2010,0.062894,1,Emotional/Evaluative,,
feature,dr_only,daroberta,gnashing,0.376404,1,Emotional/Evaluative,,
feature,dr_only,daroberta,"teeth,””",0.094187,1,Emotional/Evaluative,,
feature,dr_only,daroberta,wild,0.218325,1,Emotional/Evaluative,,
feature,dr_only,daroberta,investigations.””,0.065621,1,Emotional/Evaluative,,
feature,dr_only,daroberta,local,0.064586,1,Emotional/Evaluative,,
feature,dr_only,daroberta,supervisors,0.078402,1,Emotional/Evaluative,,
feature,dr_only,daroberta,much,0.068427,1,Function/Temporal Words,,
feature,dr_only,daroberta,that’’,0.066695,1,Emotional/Evaluative,,
feature,dr_only,daroberta,arpaio,0.131866,1,Emotional/Evaluative,,
feature,dr_only,daroberta,polarizing,0.404476,1,Emotional/Evaluative,,
feature,dr_only,daroberta,figure,0.079098,1,Emotional/Evaluative,,
feature,dr_only,daroberta,““rather,0.067661,1,Emotional/Evaluative,,
feature,dr_only,daroberta,charade,0.13493,1,Emotional/Evaluative,,
feature,dr_only,daroberta,hell,0.589697,1,Emotional/Evaluative,,
feature,dr_only,daroberta,devastating““,0.176368,1,Emotional/Evaluative,,
feature,dr_only,daroberta,hate.””,0.138493,1,Emotional/Evaluative,,
feature,dr_only,daroberta,motherfucker.””,0.424997,1,Emotional/Evaluative,,
feature,dr_only,daroberta,threat,0.102635,1,Emotional/Evaluative,,
feature,dr_only,daroberta,occasional,0.112261,1,Emotional/Evaluative,,
feature,dr_only,daroberta,deranged,0.25186,1,Emotional/Evaluative,,
feature,dr_only,daroberta,unfounded,0.170612,1,Emotional/Evaluative,,
feature,dr_only,daroberta,accusations,0.127867,1,Emotional/Evaluative,,
feature,dr_only,daroberta,like,0.082247,1,Emotional/Evaluative,,
feature,dr_only,daroberta,admitted,0.09675,1,Emotional/Evaluative,,
feature,dr_only,daroberta,year,0.090912,1,Function/Temporal Words,,
feature,dr_only,daroberta,repeatedly,0.372682,1,Emotional/Evaluative,,
feature,dr_only,daroberta,blasting,0.284755,1,Emotional/Evaluative,,
feature,dr_only,daroberta,weakness,0.170173,1,Emotional/Evaluative,,
feature,dr_only,daroberta,claimed,0.228682,2,Framing/Reporting Verbs,,
feature,dr_only,daroberta,himself,0.095836,1,Emotional/Evaluative,,
feature,dr_only,daroberta,itself,0.092237,2,Emotional/Evaluative,,
feature,dr_only,daroberta,okay,0.139464,1,Emotional/Evaluative,,
feature,dr_only,daroberta,fake,0.417498,1,Emotional/Evaluative,,
feature,dr_only,daroberta,classroom,0.111176,1,Emotional/Evaluative,,
feature,dr_only,daroberta,movie,0.103246,1,Emotional/Evaluative,,
feature,dr_only,daroberta,gay,0.071541,1,Emotional/Evaluative,,
feature,dr_only,daroberta,unequivocally,0.215276,1,Emotional/Evaluative,,
feature,dr_only,daroberta,calling,0.061804,1,Framing/Reporting Verbs,,
feature,dr_only,daroberta,terror.””,0.272584,1,Emotional/Evaluative,,
feature,dr_only,daroberta,plainly,0.382105,1,Emotional/Evaluative,,
feature,dr_only,daroberta,untrue,0.193566,1,Emotional/Evaluative,,
feature,dr_only,daroberta,norwalk,0.230427,1,Emotional/Evaluative,,
feature,dr_only,daroberta,seen,0.061984,1,Emotional/Evaluative,,
feature,dr_only,daroberta,jesus,0.096572,1,Emotional/Evaluative,,
feature,dr_only,daroberta,moment,0.062444,1,Emotional/Evaluative,,
feature,dr_only,daroberta,radical””,0.177446,1,Emotional/Evaluative,,
feature,dr_only,daroberta,monday,0.134134,1,Function/Temporal Words,,
feature,dr_only,daroberta,"unfair,””",0.075726,1,Emotional/Evaluative,,
feature,dr_only,daroberta,both““””,0.072146,1,Emotional/Evaluative,,
feature,dr_only,daroberta,corrupt,0.136497,1,Emotional/Evaluative,,
feature,dr_only,daroberta,bureaucrats,0.092946,1,Emotional/Evaluative,,
feature,dr_only,daroberta,laughing,0.064781,1,Emotional/Evaluative,,
feature,dr_only,daroberta,asked:““,0.098106,1,Emotional/Evaluative,,
feature,dr_only,daroberta,vomit,0.129501,1,Emotional/Evaluative,,
feature,dr_only,daroberta,history,0.099959,1,Emotional/Evaluative,,
feature,dr_only,daroberta,absolutely,0.099857,1,Emotional/Evaluative,,
feature,dr_only,daroberta,legitimate,0.159629,1,Emotional/Evaluative,,
feature,dr_only,daroberta,rape,0.247928,1,Emotional/Evaluative,,
feature,dr_only,daroberta,female,0.081585,1,Emotional/Evaluative,,
feature,dr_only,daroberta,whole,0.149356,1,Emotional/Evaluative,,
feature,dr_only,daroberta,thing,0.118626,1,Emotional/Evaluative,,
feature,dr_only,daroberta,pictures,0.108656,1,Emotional/Evaluative,,
feature,dr_only,daroberta,a““””,0.090655,1,Emotional/Evaluative,,
feature,dr_only,daroberta,acrimony,0.138994,1,Emotional/Evaluative,,
feature,dr_only,daroberta,responded,0.073537,1,Emotional/Evaluative,,
feature,dr_only,daroberta,is““,0.071053,1,Emotional/Evaluative,,
feature,dr_only,daroberta,stupidity,0.228199,1,Emotional/Evaluative,,
feature,dr_only,daroberta,loose,0.374871,1,Emotional/Evaluative,,
feature,dr_only,daroberta,awkward,0.207079,1,Emotional/Evaluative,,
feature,dr_only,daroberta,ms,0.083048,1,Emotional/Evaluative,,
feature,dr_only,daroberta,bunch,0.081632,1,Emotional/Evaluative,,
feature,dr_only,daroberta,unraveling,0.184377,1,Emotional/Evaluative,,
feature,dr_only,daroberta,firestorm,0.360649,1,Emotional/Evaluative,,
feature,dr_only,daroberta,grossly,0.091711,1,Emotional/Evaluative,,
feature,dr_only,daroberta,criminals,0.130383,1,Emotional/Evaluative,,
feature,dr_only,daroberta,met,0.117207,1,Emotional/Evaluative,,
feature,dr_only,daroberta,hour,0.102169,1,Function/Temporal Words,,
feature,dr_only,daroberta,lot,0.087221,1,Emotional/Evaluative,,
feature,dr_only,daroberta,environmentalists,0.21186,1,Emotional/Evaluative,,
feature,dr_only,daroberta,santorum,0.122118,1,Emotional/Evaluative,,
feature,dr_only,daroberta,mouth,0.394695,1,Emotional/Evaluative,,
summary,dr_only,daroberta,,,209,Emotional/Evaluative,0.9127,229
summary,dr_only,daroberta,,,1,Explicit Bias Terms,0.0044,229
summary,dr_only,daroberta,,,6,Framing/Reporting Verbs,0.0262,229
summary,dr_only,daroberta,,,13,Function/Temporal Words,0.0568,229
